packets_per_sec,bytes_per_sec,unique_src_ips,unique_dst_ports,avg_packet_size,packet_size_variance,flow_duration,syn_count,rst_count,ack_count,connection_rate,src_ip_entropy,label
92.86862600519018,57500.68719703332,9,1,600.1785578865711,88.59469027255105,3.0360098948446295,7,1,24,8.579513702394518,2.4963992750197637,0
79.95505908514096,46484.14680730156,5,1,532.067479261637,66.8774764176593,7.395129461175435,7,4,36,8.983253590761676,3.3263564379542014,0
99.54772896508216,55374.717229947164,4,4,526.9287670839068,127.7873941597647,4.348941454516575,7,0,8,7.920271436029098,3.01460041273784,0
94.78505820589663,45549.58818016234,1,4,445.55368964312385,121.75749527298967,5.230378895470692,2,0,96,9.095810498685035,2.8358603245350764,0
12944.52724194045,7394229.759827847,583,2,340.96521472399024,51.927614351568394,0.7373042272790307,1022,99,8520,834.551097815259,5.532065115365249,1
14208.846659399574,1160377.417296231,1066,2,50.564348371535786,12.374759697965175,0.6752915198610333,42945,17,62,3795.1603855457415,8.501463613099773,1
107.70341677276123,47467.12057672414,8,1,515.869651891733,53.71701935575316,6.581114703084372,8,1,12,12.192574343558562,3.1746631787332715,0
18394.556177782157,10824340.157683557,1307,99,635.2479387185995,272.5372331763151,0.2875566381716448,9,6,42,2220.379916614803,5.477426687832172,1
71.03650909813094,50120.661327898924,5,2,523.945914496197,107.68878290509696,5.415961074016703,8,2,65,7.586546171517327,3.8386441555848196,0
10115.089122821368,4487687.4332924,297,1,265.4893978935131,26.015812264664746,0.6495214977585158,1730,58,6950,948.4676514727424,6.585546214893154,1
9655.656677081035,1025610.3317266956,1102,1,53.31880528495167,19.799178698201594,0.6846931142018322,48318,43,13,6981.689977023935,7.868838179046087,1
10746.256893643813,5276680.477717743,926,1,321.315011387642,39.13212153132683,0.9745684061323597,3673,86,6979,368.12226608263927,7.189870185194462,1
91.26145089009263,59669.16333356107,8,2,436.57774513850245,117.0537895797556,2.152745782899524,3,4,39,9.887358076411422,2.808421596768577,0
89.64144748044328,41440.25714073972,1,1,362.51651228306736,118.71691809600452,3.366502966512072,3,2,84,15.291868533831309,3.1779152194442206,0
107.03524116013858,57682.0076443547,7,2,667.1094804495056,80.32916891836527,8.922400846392769,0,4,81,9.088792754135145,2.321661016770854,0
53.77056285122549,44908.016589033956,8,1,575.1764432155912,108.56698736594008,2.788682137446971,0,0,14,9.035481198511496,3.902129828260349,0
87.9257949276354,64367.39294435464,1,3,533.6953843973836,124.33138872241548,6.321558731919399,6,3,74,10.846522687475366,3.6608973405741656,0
85.80349805382357,29605.3520538638,3,1,714.0214595191272,71.65073577580492,3.8751031253754915,6,0,83,2.9121732972233545,2.3811387468449974,0
61.7738466061113,62861.245800321754,4,1,556.4609734943517,123.69845958493443,2.8642647836146526,4,3,93,6.543185123357227,2.8464306819505785,0
105.57664116995541,38735.832877332505,2,1,567.4728417696257,124.82545048083553,6.020767640741595,5,4,23,11.707000309411766,3.7617372408698366,0
137.1392546699978,33561.437183180926,2,4,620.5435084178647,93.18013516925406,2.6691818649265033,7,4,26,11.882188712214054,3.0804425017584673,0
87.28617614283198,54504.62192669733,3,2,327.7492788357702,93.10648778332657,1.322930903453479,7,2,87,7.859049594400052,2.219172784583902,0
99.73295730491178,44418.46585158546,7,3,495.0267971106975,87.22410428125944,3.480131192389896,8,4,47,9.528073659496922,3.929037422913151,0
107.58362205317349,42432.378816256954,4,2,534.6632090200641,91.2218822772474,6.1099968859149305,5,0,50,10.60336297749934,2.6341023258129317,0
94.16066775430363,48525.865591540634,2,2,450.59834465413235,135.1100370333757,4.051141380407874,8,1,95,8.961993478241917,3.0869845962410043,0
92.01078844565602,37697.458425410485,4,2,639.1325890191964,150.72529664193445,4.296292658440804,2,3,24,4.302768605474412,2.698077863144774,0
10417.422430324363,5095968.2242913665,602,2,299.3796290348361,34.310656488174786,0.45033201824810176,1944,28,6671,1099.1903440493345,5.7791816608257225,1
104.87974075229359,56337.92386079421,2,2,718.6571147733889,110.19788643564813,7.575810550236658,7,1,57,9.426195502838745,2.4091062836136015,0
8731.564893640954,4707301.881209058,714,1,259.6595171329829,41.84960999884965,1.0970960726192633,3575,72,2699,1056.6074043568806,6.827083749067493,1
86.36344812902357,51827.09063534358,1,2,615.2202007777344,127.7442433075992,1.2087276794455346,7,4,48,10.624988466516948,3.6121594016575322,0
10001.686465406328,3470346.87576023,830,2,329.09237604158216,16.343410714434903,1.1069139952081282,7934,39,8289,1171.5089570940993,6.7070986530599175,1
114.01659412893434,35152.804780270846,8,2,615.7678544109338,14.592773526788903,5.798030704209811,6,1,83,9.486523957395374,2.796755127591883,0
114.74055865463602,53935.81140049673,3,1,607.7633769195643,131.7370286086806,4.509821921967496,4,3,19,9.554077183374526,2.692922463139281,0
100.33440563071147,58078.38649298844,8,1,442.9420642339949,66.8514654517086,2.768264257620086,2,0,6,12.544428454762496,2.443544494719024,0
10155.65367389314,5105087.302827566,329,2,320.9005411447498,58.129605752671864,1.1645039683219762,5531,58,8729,1121.5709334135895,7.208715978323832,1
116.4121442448153,52385.42672461923,4,2,639.8350547433615,89.49277136075536,7.28227151853857,2,3,84,5.919222065325194,2.251570871031725,0
20175.60839284789,5648108.171914768,662,17,1186.7556061051207,140.47708105291687,0.4511607297008573,1,6,21,4165.538592599427,5.247496795583463,1
9588.31536769124,4753112.7617474655,754,1,314.72970672591117,70.5938615243623,0.7924560307373603,5207,67,3089,999.3732616830904,7.072726124866054,1
17337.403939108262,6354690.13376252,675,91,1213.9587838111445,329.129512500554,0.36204474821546073,1,9,14,3170.085410259001,5.068378626661255,1
114.37190679261346,46313.935475323,1,1,389.9112669674894,108.7865376437895,6.736115989959909,1,2,63,10.18622664664037,2.4625735488284044,0
8925.633887535294,5864901.942825735,466,2,291.03872257350895,29.303627444010573,1.6735097509424848,5236,39,1103,1352.6751993609337,5.383869370373352,1
80.3606206450617,63667.16282874647,3,3,416.7836103080727,74.15645209215182,4.2585438715106125,3,3,52,8.666049988774667,2.586984616884216,0
115.41063539789934,42829.56356204916,9,3,483.1682976565991,74.1520069607496,6.476218309013799,5,1,21,7.23095080552676,2.3458245751058495,0
10965.331245172003,5384850.415331034,455,2,235.06055266974045,61.133127946434016,0.7678925846052318,7388,35,5754,1022.0123697061601,7.640862630813915,1
95.71270398422442,53652.64031445821,6,3,527.2168477680342,73.33765871354525,5.0553457167104,2,3,48,7.424789215666715,2.0642893387472916,0
11141.041349133277,3837616.528317473,820,1,236.92607327517004,57.05225366905103,1.175961314823045,9785,12,5970,939.9582804053937,5.125439127610645,1
68.79904908829721,46022.433781621505,2,1,584.0070725608866,117.21339467981923,7.968622468318001,4,4,91,8.555730225000545,2.417594029208548,0
107.01206359064521,45279.70925299811,2,3,357.9156008297738,59.668841893864474,3.8308523400440304,6,2,1,14.115135763719607,3.109447626535048,0
65.71762210009717,35069.30618287258,7,3,371.73458140602736,85.7525293632047,6.138277905841579,7,4,93,11.598349717802037,3.2023242293968535,0
112.08583492636805,49414.21203404034,3,3,659.4949184624609,66.66672942638255,2.956080885912233,4,2,58,9.873693410760977,3.2187827187508056,0
110.80646295777878,43948.76761574461,3,4,538.9468894685644,94.57985812184394,5.65953651587312,7,4,27,10.093701557878337,2.200681885636678,0
10711.037641016208,2884040.7108318857,702,2,264.16174742631176,30.012735090216218,0.5929754066145074,4588,2,9390,1012.9319872675886,6.227853840803862,1
109.69106250878671,57818.44855105769,8,1,438.9195431847322,68.2724999139156,7.2489868069486985,9,2,71,5.26413952269297,3.0572542525042437,0
10524.255433177961,4509950.588312077,139,2,319.8287051512053,36.73958625435736,1.2593313054691664,9838,36,6198,1077.818449466421,6.216045262069075,1
67.75980998106165,43541.24738613504,4,2,591.2529497076755,133.56690073700514,5.379532629730914,9,4,10,10.63405074195905,3.325534269943166,0
17115.52328470447,10900345.443964925,915,67,735.8199717630079,413.7680311235799,0.1700287111563562,4,5,49,3608.9757749052196,4.260229034141232,1
79.7279828256688,58275.98232632614,7,1,417.39311135877426,73.62950453892736,2.3188164759847316,8,0,94,13.76629147124813,3.410222118189745,0
9122.408613826097,736479.5984643226,782,2,66.3462524712576,2.963643695858802,0.6582997490810362,14400,16,23,5752.974018709383,6.4154184399659675,1
14432.846353739284,914674.144902919,1288,4,74.70857151423596,2.922360749120373,0.774653506428792,16455,8,8,4269.517305215434,8.867635652740859,1
93.15978228452376,49474.07126597322,7,2,393.12301251599257,128.7228916200738,1.8467656156039318,0,4,43,8.289067723016888,2.7361359614236367,0
104.95973900263942,37334.07451159538,7,3,512.9405590100256,59.247252155128045,6.669867448212861,8,2,83,11.574831660453544,3.4069985947318697,0
88.64265950196969,34065.593235445565,3,3,333.03589021283994,105.79335001122317,4.824540230805103,8,4,94,9.399356844511074,2.425838229264949,0
71.97265999302435,58582.43976446775,7,3,475.0896035077856,122.04694904824356,5.809468248541585,3,3,83,13.749520719564417,3.9837221435208594,0
107.96359264079047,56956.22927957517,9,3,454.8891067083475,120.94971005954397,2.755608952048391,9,0,13,7.481774618743701,2.2424214250867855,0
8604.648748862386,4491462.271523869,938,1,243.8061780194968,26.38189078743403,0.5451562499515841,1705,89,5686,1129.642282909921,6.193922514036908,1
118.96104519481281,61248.02761191796,7,4,485.59027628835764,41.88813744718764,3.9277226475339972,2,0,34,10.24186510528476,3.31470858590475,0
83.76794043103388,38414.076008686374,1,3,287.8042460545148,91.5993143077639,4.282798247589345,3,1,46,8.021661625032749,2.1236596449120304,0
103.96810573354782,47978.766742406304,6,4,508.3394708693792,73.2471141888693,4.2289309001829976,7,3,97,8.844979746985016,3.776439152488506,0
9738.073160032098,1040461.1136585338,548,1,67.3184348810085,19.17508433068806,0.5835783992906887,16555,44,35,5318.311805371727,7.22859188469768,1
15427.667970159553,845676.789462923,1069,4,46.81775546915118,9.613120907322093,0.6551721725839916,22182,36,65,4707.557081347392,8.648264958555055,1
117.14316685231945,43896.77417423889,3,2,522.6231704991094,117.28252714056617,7.024884769032447,3,1,35,9.839538577858475,2.860845579833679,0
84.98932478298144,30772.30565413372,8,3,436.88737799104416,83.8885318514304,5.611399620604317,4,3,46,8.210075929985265,3.8400362235870853,0
5974.9091082011,9142734.436467424,1393,38,1069.9393891515554,273.9321861731322,0.10855183128758067,8,3,46,2083.4443227251277,6.768807819793121,1
105.53251760702973,69316.67541909209,6,2,570.576500194011,155.68712119318675,2.476702859719893,2,3,97,10.115530301013141,2.410144432988692,0
15436.096850045351,971936.0671052822,1811,4,62.032871900496524,0.7056658151795698,0.24258324843852558,40617,22,28,4954.330961171713,7.151993147525757,1
15741.856871341053,12622409.029477993,1172,52,994.9419900955088,331.42350452350905,0.25964566768381186,2,8,41,2793.8704163178954,4.429345695469252,1
132.56536691858358,31691.98527225108,4,2,432.3093341040516,29.525631612382526,4.456215322974696,2,3,7,12.347746255305193,3.902711489046081,0
114.04598838127707,27157.698303130845,5,1,575.2542978351066,43.522068502805226,6.806241022990663,2,1,37,16.213155194643686,2.492286555885822,0
113.9353541426707,53873.381057161714,8,1,466.88871280316084,154.1439829029219,5.055426012954493,5,3,56,14.260387969548297,2.9697366535956586,0
108.09472577210366,59254.09278527474,9,4,590.9985636970887,138.58764117447373,4.554420497870643,9,3,39,10.153785561316706,2.995500901415318,0
125.5277112367454,53323.12509981786,5,3,400.6458002213361,129.73792375762716,4.699642810756203,7,1,21,9.61654271243537,2.529533046639486,0
